,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
23,Sección 570,73,23,7,32,56,119,394,5,1,0,0,34,1,3,5,0,10,763
24,Sección 571,76,12,10,77,80,130,523,0,0,4,0,12,0,0,0,0,25,949
25,Sección 572,90,11,7,115,118,203,665,0,1,3,0,15,7,5,6,0,20,1266
26,Sección 573,49,26,6,55,68,99,457,4,0,1,6,23,7,5,4,0,15,825
27,Sección 574,78,22,6,80,81,164,369,1,2,0,0,13,1,1,3,0,15,836
28,Sección 575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Sección 576,62,29,9,99,90,138,356,0,0,0,0,10,2,0,10,0,35,840
30,Sección 577,62,22,6,56,53,118,312,0,0,0,0,2,2,1,2,0,4,640
31,Sección 578,71,31,21,142,135,503,635,6,1,0,0,32,7,6,9,1,24,1624
32,Sección 670,100,44,26,89,151,223,570,10,0,1,0,32,1,4,8,0,47,1306
33,Sección 671,66,44,13,50,118,203,486,14,1,0,0,48,7,1,9,1,20,1081
34,Sección 672,59,24,7,27,30,74,171,6,1,0,0,10,1,1,4,0,10,425
35,Sección 673,119,57,21,63,107,240,568,14,5,0,0,31,1,2,7,1,32,1268
36,Sección 674,52,40,9,43,101,180,383,11,1,0,0,28,2,3,6,0,14,873
37,Sección 675,112,55,32,115,165,311,607,23,1,2,0,58,8,9,19,1,38,1556
38,Sección 676,336,119,34,119,133,345,920,40,5,2,0,84,7,18,16,4,41,2223
39,Sección 677,103,48,11,79,109,217,549,18,2,2,0,45,2,3,3,1,19,1211
40,Sección 678,33,36,19,72,79,157,315,7,1,0,0,31,10,5,15,1,19,800
41,Sección 679,84,60,11,83,105,259,510,9,4,2,0,34,6,7,6,3,27,1210
