,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
71,Sección 224,172,37,3,33,20,68,464,16,2,1,0,57,1,6,4,0,11,895
72,Sección 225,135,14,0,18,14,49,293,12,2,0,0,16,0,4,3,0,6,566
73,Sección 226,168,19,2,22,9,70,277,13,1,0,0,19,2,1,4,0,7,614
74,Sección 227,183,33,6,40,14,73,424,15,3,0,0,40,2,2,3,2,16,856
75,Sección 228,179,15,6,23,18,70,415,17,2,0,0,26,1,4,2,3,5,786
76,Sección 229,229,25,2,27,18,76,429,14,0,1,0,42,4,3,3,4,13,890
77,Sección 230,223,21,3,29,18,87,471,11,1,1,0,34,3,5,63,0,9,979
78,Sección 231,168,35,2,21,20,82,414,11,1,1,0,31,0,5,5,2,13,811
79,Sección 232,208,28,1,21,22,57,357,7,0,0,1,11,1,1,1,0,12,728
80,Sección 233,151,23,0,35,48,123,536,5,0,0,1,33,2,5,11,2,13,988
81,Sección 234,111,17,3,20,17,62,304,7,0,0,0,27,0,1,5,0,6,580
82,Sección 235,69,22,2,18,13,42,252,6,1,0,0,19,0,2,2,0,6,454
83,Sección 236,0,9,0,5,5,27,123,4,0,0,0,9,0,3,2,0,2,189
84,Sección 237,71,5,4,8,11,55,145,98,0,0,0,178,0,0,0,0,9,584
85,Sección 238,120,25,1,20,32,78,408,20,1,0,0,40,0,0,6,2,7,760
86,Sección 239,133,22,2,19,27,90,382,9,7,0,0,40,1,7,6,1,10,756
87,Sección 240,112,12,1,23,16,74,420,9,0,0,0,28,5,6,11,0,9,726
88,Sección 241,151,16,2,21,15,64,350,12,3,0,0,28,1,2,0,0,13,678
89,Sección 242,227,13,5,11,18,84,408,23,6,0,0,48,1,2,3,0,9,858
90,Sección 243,136,7,3,14,20,39,216,7,3,0,0,25,3,0,3,1,7,484
91,Sección 244,150,24,6,34,16,58,308,7,0,0,0,7,1,0,0,0,10,621
92,Sección 245,137,13,2,23,15,55,371,5,0,0,0,23,1,2,4,0,9,660
93,Sección 246,105,16,2,17,22,75,619,5,2,0,0,28,2,10,7,0,10,920
94,Sección 247,69,12,1,15,24,42,339,6,0,0,0,30,1,4,9,0,9,561
95,Sección 248,53,7,0,11,12,29,261,3,0,0,0,28,4,2,0,0,8,418
96,Sección 249,91,8,4,15,22,61,263,10,0,0,0,32,1,7,5,0,6,525
97,Sección 250,172,42,4,30,19,115,471,15,1,1,0,32,0,6,5,0,10,923
98,Sección 251,108,6,3,19,7,57,259,11,1,0,0,25,1,1,3,0,10,511
99,Sección 252,103,12,0,16,16,44,257,6,0,0,0,27,0,5,7,0,3,496
100,Sección 253,191,12,2,8,8,78,328,2,1,0,0,16,0,1,4,0,6,657
101,Sección 254,6,9,1,7,6,29,128,6,1,1,0,13,2,3,3,0,3,218
102,Sección 255,33,7,0,12,13,35,195,2,0,0,0,16,0,0,0,0,4,317
103,Sección 256,131,18,3,22,26,61,364,13,0,1,0,35,2,3,5,0,6,690
104,Sección 257,127,16,3,11,10,64,293,16,2,1,0,28,1,8,9,0,8,597
105,Sección 258,124,18,4,12,14,47,347,0,1,0,0,19,5,0,2,0,9,602
106,Sección 1304,565,47,10,92,73,294,1635,25,7,1,0,80,7,18,15,0,53,2922
107,Sección 1305,187,19,2,23,19,98,465,12,5,0,0,30,3,3,0,0,9,875
108,Sección 1306,152,11,4,12,10,65,349,10,2,0,0,11,1,5,9,0,9,650
109,Sección 1307,173,21,6,23,23,84,403,13,7,0,0,31,2,11,6,0,20,823
110,Sección 1308,129,6,4,13,24,57,316,10,2,0,0,36,0,6,6,1,9,619
111,Sección 1309,184,13,6,30,24,83,469,9,4,1,0,43,6,7,7,1,11,898
112,Sección 1310,247,19,4,42,36,132,693,8,7,0,0,33,1,7,5,0,21,1255
113,Sección 1311,91,12,1,39,24,56,415,2,4,0,0,27,3,3,6,2,9,694
114,Sección 1312,129,17,0,14,16,68,381,9,3,0,0,21,2,5,3,2,12,682
115,Sección 1313,128,11,1,12,23,73,434,6,4,0,0,31,2,2,4,0,18,749
116,Sección 1314,374,43,3,58,52,233,1055,32,4,1,0,87,0,12,18,2,41,2015
117,Sección 1315,161,19,1,25,20,63,426,9,4,0,0,17,4,10,8,1,14,782
118,Sección 1316,158,20,6,18,12,98,400,6,2,0,0,24,1,8,1,0,6,760
119,Sección 1317,214,17,6,30,15,113,468,13,3,0,1,30,1,9,8,4,5,937
120,Sección 1318,289,26,11,45,35,141,719,15,1,0,0,54,2,8,2,2,14,1364
121,Sección 1319,105,16,3,27,21,78,471,3,4,0,3,34,1,16,6,0,16,804
122,Sección 1320,93,13,3,27,24,76,507,4,2,0,0,50,5,9,8,0,16,837
123,Sección 1321,114,18,1,14,18,72,416,3,2,0,0,28,5,7,3,0,16,717
124,Sección 1322,132,13,2,33,28,61,439,4,3,0,0,30,0,6,3,0,18,772
125,Sección 1323,178,18,8,26,23,128,674,10,3,0,0,40,3,8,9,1,24,1153
126,Sección 1324,132,9,5,13,9,18,172,1,0,1,0,14,1,5,3,0,13,396
127,Sección 1325,228,20,2,31,19,82,504,6,2,0,0,28,2,7,8,1,28,968
128,Sección 1326,169,10,3,30,25,77,420,5,1,0,0,36,0,5,6,1,9,797
129,Sección 1327,197,13,8,15,24,97,546,10,2,0,0,31,7,7,3,0,15,975
130,Sección 1328,78,13,1,13,10,25,167,6,2,0,0,9,1,1,2,0,5,333
131,Sección 1329,305,32,2,32,16,161,715,24,5,1,0,53,2,10,10,2,24,1394
132,Sección 1330,441,29,6,39,32,268,916,24,6,2,0,66,3,4,8,1,16,1861
133,Sección 1331,254,14,3,35,31,111,571,8,1,1,0,25,2,8,9,0,19,1092
134,Sección 1332,234,21,1,11,22,93,426,14,1,0,0,33,1,1,3,0,16,877
135,Sección 1333,289,24,4,25,29,129,656,13,3,3,0,50,4,10,11,0,17,1267
136,Sección 1334,219,32,1,26,30,107,699,9,2,0,0,46,2,4,9,0,22,1208
137,Sección 1335,116,20,0,28,17,76,436,6,4,0,0,36,8,6,4,0,14,771
138,Sección 1336,272,30,5,41,34,164,816,17,8,0,0,64,4,17,10,0,27,1509
139,Sección 1337,207,11,14,33,26,96,661,13,0,0,0,45,3,7,3,2,25,1146
140,Sección 1338,156,11,2,38,18,78,551,8,4,1,0,40,2,14,9,0,11,943
141,Sección 1339,51,7,0,21,14,35,192,3,1,0,0,1,2,5,7,0,7,346
142,Sección 1340,81,14,0,21,18,58,441,4,1,0,0,37,0,7,2,0,11,695
143,Sección 1341,178,15,2,19,24,55,376,4,1,0,0,22,1,7,6,3,11,724
144,Sección 1342,78,6,1,8,7,38,230,1,4,0,0,23,2,1,3,1,3,406
145,Sección 1343,109,10,1,10,15,49,272,10,0,0,0,22,2,3,1,0,10,514
146,Sección 1344,290,25,3,40,31,131,582,14,5,0,0,46,3,6,10,1,16,1203
147,Sección 1345,229,34,3,49,31,116,669,22,4,0,0,32,1,4,7,0,2,1203
148,Sección 1346,205,16,7,15,15,74,344,11,7,0,0,27,4,7,4,0,4,740
149,Sección 1347,347,35,8,46,30,118,665,13,2,1,0,59,0,11,2,1,24,1362
150,Sección 1348,160,19,2,11,10,50,422,7,2,0,0,21,0,11,4,2,4,725
