,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
291,Sección 2068,5,87,1,43,10,5,159,2,0,2,0,6,6,6,0,0,18,350
292,Sección 2069,6,25,33,32,18,11,224,3,0,0,1,3,1,4,2,0,25,388
293,Sección 2070,8,6,10,13,10,7,170,1,0,0,0,0,0,0,0,0,6,231
294,Sección 2071,1,45,1,82,8,36,119,50,2,0,1,240,1,7,1,2,19,615
295,Sección 2072,6,23,2,31,10,8,155,9,0,0,0,36,0,0,0,0,0,280
296,Sección 2073,6,19,64,48,33,24,307,3,0,0,0,0,0,0,0,0,0,504
297,Sección 2074,4,23,56,36,35,42,400,3,0,0,1,22,7,3,0,0,30,662
298,Sección 2075,9,16,71,44,10,28,319,0,0,0,1,12,7,6,5,0,23,551
299,Sección 2076,7,28,95,64,23,34,380,4,0,0,0,22,1,4,6,1,20,689
300,Sección 2077,3,45,0,128,9,5,113,2,0,0,0,12,0,8,2,0,7,334
301,Sección 2078,5,30,2,34,17,7,147,3,0,2,3,9,0,0,0,0,9,268
302,Sección 2079,7,29,6,35,12,19,130,2,2,1,0,2,1,0,0,0,10,256
303,Sección 2080,2,34,0,153,30,14,295,2,0,0,0,22,7,14,3,0,22,598
304,Sección 2083,8,52,6,97,22,9,146,0,1,2,0,2,0,15,2,0,16,378
305,Sección 2084,7,7,57,39,10,19,201,4,1,0,0,21,2,4,0,0,19,391
306,Sección 2086,5,49,1,77,16,13,150,0,0,0,0,8,0,0,0,0,13,332
307,Sección 2087,0,17,1,21,2,0,40,3,0,0,0,3,0,0,0,0,4,91
308,Sección 2088,1,11,0,12,7,6,71,1,1,0,0,0,2,0,8,0,3,123
309,Sección 2089,5,25,1,42,11,8,151,0,2,0,0,15,0,2,0,0,7,269
310,Sección 2090,2,3,18,32,16,4,220,1,0,0,0,14,2,10,3,0,17,342
311,Sección 2091,2,16,18,43,18,18,227,0,0,0,0,16,0,0,0,0,25,383
312,Sección 2223,30,28,5,359,56,258,483,3,1,0,0,35,3,10,5,0,25,1301
313,Sección 2224,45,33,10,297,72,168,593,0,1,0,2,29,2,9,6,0,30,1297
314,Sección 2225,6,6,7,66,6,71,148,0,0,0,0,0,0,0,0,0,11,321
315,Sección 2226,9,6,0,99,13,69,71,1,1,0,0,8,1,2,1,0,15,296
316,Sección 2227,32,6,10,102,15,89,121,1,0,0,0,9,1,2,1,0,21,410
317,Sección 2228,22,18,5,134,10,80,126,3,0,0,0,10,2,4,0,0,13,427
318,Sección 2229,69,6,6,63,14,54,101,1,2,0,0,5,0,1,0,0,25,347
319,Sección 2230,24,0,2,34,13,44,78,1,0,0,1,0,3,2,3,0,14,219
320,Sección 2231,55,12,20,148,43,168,223,2,1,1,0,10,1,5,3,0,47,739
321,Sección 2232,63,10,32,262,59,206,249,4,0,2,0,14,14,12,2,0,68,997
322,Sección 2233,120,21,6,131,28,230,198,0,0,0,0,0,0,0,0,2,36,772
323,Sección 2234,86,7,23,157,37,182,274,4,0,2,0,9,4,5,0,0,35,825
324,Sección 2235,15,6,5,164,39,88,218,0,0,0,0,2,2,10,3,0,33,585
325,Sección 2236,45,5,3,62,32,78,187,0,0,2,0,6,0,0,2,0,23,445
326,Sección 2237,60,24,14,216,106,256,294,5,0,1,1,9,3,2,2,0,55,1048
327,Sección 2238,38,12,2,280,34,256,366,4,0,0,0,24,0,0,0,0,24,1040
328,Sección 2239,42,14,10,159,33,220,441,0,0,0,0,25,2,1,3,0,26,976
329,Sección 2240,39,10,13,279,22,168,222,3,0,1,0,25,1,7,1,0,37,828
330,Sección 2241,66,12,6,193,59,150,426,3,1,3,0,15,4,6,4,0,39,987
331,Sección 2242,51,29,2,95,46,88,120,11,2,1,0,7,2,4,4,0,13,475
332,Sección 2243,45,7,12,68,23,56,165,1,0,4,0,11,4,8,3,0,19,426
333,Sección 2244,33,3,5,192,21,115,430,5,3,0,0,13,6,4,3,0,44,877
334,Sección 2245,11,11,0,85,16,45,95,2,0,0,0,14,5,0,2,0,16,302
335,Sección 2246,11,7,2,51,8,15,1,2,0,0,0,6,0,0,0,0,5,108
336,Sección 2247,153,26,14,534,55,346,150,14,0,4,0,10,4,5,1,0,40,1356
337,Sección 2248,129,6,10,70,35,67,258,7,1,1,0,10,2,2,2,1,48,649
338,Sección 2249,56,7,4,112,24,84,65,5,1,1,0,3,0,1,0,0,22,385
339,Sección 2250,38,10,15,128,12,150,92,4,0,0,0,7,0,0,0,0,24,480
340,Sección 2251,43,3,1,60,38,47,80,0,0,0,0,0,0,0,0,0,14,286
341,Sección 2252,57,6,8,48,28,69,132,3,0,0,0,5,2,1,2,0,10,371
342,Sección 2253,4,1,1,25,12,35,81,0,0,4,0,0,0,5,0,0,9,177
343,Sección 2254,72,11,3,86,18,47,147,1,1,0,0,4,3,2,0,0,15,410
344,Sección 2255,64,13,6,64,18,42,128,1,5,1,0,5,2,0,2,0,17,368
345,Sección 2256,9,4,2,39,15,26,111,5,0,0,0,8,1,0,0,0,9,229
346,Sección 2257,40,9,7,155,46,126,306,0,1,0,0,4,2,4,0,0,22,722
347,Sección 2258,14,1,3,66,18,46,96,0,0,0,0,1,0,6,0,0,14,265
348,Sección 2259,22,3,0,42,5,18,152,0,0,0,0,0,0,1,0,0,4,247
349,Sección 2260,7,2,3,44,6,12,86,0,0,0,0,4,0,2,0,0,11,177
350,Sección 2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Sección 2509,16,70,10,527,30,37,713,1,0,0,0,7,4,2,2,0,40,1459
352,Sección 2510,17,106,7,457,35,45,700,0,1,0,0,9,1,9,3,2,24,1416
353,Sección 2511,6,26,2,459,6,27,242,0,1,0,0,3,3,1,0,0,25,801
354,Sección 2512,11,157,6,377,23,6,128,0,0,0,0,1,2,1,0,0,62,774
355,Sección 2513,0,9,2,206,4,5,111,0,0,0,0,0,0,0,0,0,15,352
356,Sección 2514,3,32,6,369,6,7,411,0,0,0,0,1,0,0,0,0,30,865
