,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
44,Sección 612,21,37,87,13,11,42,231,10,1,0,0,12,0,0,1,0,20,486
45,Sección 613,34,48,334,42,75,79,614,12,1,0,2,30,3,4,10,0,48,1336
46,Sección 614,9,25,142,42,60,42,404,5,0,1,1,20,2,1,8,3,25,790
47,Sección 615,2,5,50,10,22,5,76,3,0,0,1,3,1,0,0,0,9,187
48,Sección 616,2,7,88,33,27,5,127,1,0,1,0,6,3,1,5,0,36,342
49,Sección 617,1,3,38,7,9,1,36,1,0,0,1,1,1,0,2,0,6,107
50,Sección 618,1,2,80,7,15,1,77,0,0,0,0,4,0,1,1,0,10,199
51,Sección 619,2,10,115,13,18,9,154,0,0,0,0,7,0,0,0,0,15,343
52,Sección 621,1,4,112,21,17,9,110,0,0,0,7,4,0,1,2,0,8,296
53,Sección 622,1,4,31,15,16,9,115,1,0,0,0,11,0,1,5,0,4,213
54,Sección 623,1,3,67,28,27,17,223,2,0,0,0,20,4,5,7,0,26,430
55,Sección 624,0,24,45,0,0,4,76,1,14,0,13,2,1,2,5,0,5,192
56,Sección 625,0,10,52,19,19,14,154,0,0,0,0,8,1,2,0,0,10,289
57,Sección 626,0,2,17,6,3,4,74,0,0,2,0,2,0,1,1,0,4,116
58,Sección 627,2,5,164,23,19,5,137,1,0,1,0,7,3,6,3,0,29,405
59,Sección 628,14,15,230,26,33,43,271,6,0,2,3,13,1,8,7,2,31,705
60,Sección 629,4,4,100,11,13,15,113,0,1,0,1,7,0,1,4,0,12,286
61,Sección 630,3,7,118,11,10,3,113,1,0,0,0,0,0,2,3,0,20,291
62,Sección 631,2,11,89,13,10,10,54,0,0,1,0,2,2,2,2,0,8,206
63,Sección 632,3,8,195,13,14,18,315,4,0,1,1,10,2,3,0,0,26,613
64,Sección 633,2,17,103,17,56,12,265,0,0,1,1,11,2,4,5,0,21,517
65,Sección 634,9,23,149,16,23,12,158,1,0,0,0,5,0,2,1,1,29,429
66,Sección 635,1,3,128,7,8,6,132,0,1,1,1,4,1,2,3,0,12,310
67,Sección 636,0,1,7,3,0,1,62,0,0,0,0,0,0,0,0,0,2,76
68,Sección 637,1,2,31,0,2,1,23,0,0,0,0,1,0,0,0,0,0,61
69,Sección 638,1,3,33,0,16,1,62,0,0,0,2,2,0,0,2,0,6,128
70,Sección 640,3,8,51,5,12,2,95,0,0,0,0,5,0,2,1,0,19,203
71,Sección 641,2,0,38,5,7,2,71,2,0,0,0,15,2,17,0,0,9,170
72,Sección 642,1,8,184,8,18,9,98,3,1,0,0,3,0,0,3,0,9,345
73,Sección 643,0,0,25,5,7,3,71,1,0,0,0,0,0,0,0,0,1,113
